objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Eldritch Horror: Mountains of Madness","164167","7","3","0","1","0","0","0","1","0","0","0","1","","","","","","29420930","7.19249","8.20903","3.27","0","11302","thing","Eldritch Horror: Mountains of Madness","1","8","180","180","180","2014","1,2,3,4,5,6","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Eldritch Horror: Signs of Carcosa","197586","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","35090431","6.88597","8.33285","3","0","8035","thing","Eldritch Horror: Signs of Carcosa","1","8","240","240","120","2016","1,2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Eldritch Horror: Strange Remnants","177182","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","29420933","7.21059","8.31115","3.1373","0","11073","thing","Eldritch Horror: Strange Remnants","1","8","240","240","120","2015","1,2,3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Eldritch Horror: The Dreamlands","209686","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","37525288","6.63622","8.42712","3.2","0","5708","thing","Eldritch Horror: The Dreamlands","1","8","240","240","120","2017","1,2,3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Eldritch Horror: Under the Pyramids","181817","8","1","0","1","0","0","0","0","0","0","0","1","","","","","","33335858","6.96959","8.38267","3.2","0","8183","thing","Eldritch Horror: Under the Pyramids","1","8","180","0","180","2015","1,2,3,4,5,6","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Endangered Orphans of Condyle Cove","207687","0","","0","1","0","0","0","1","0","0","0","3","","","","","","38261079","5.77413","6.37612","1.6364","3896","2260","thing","Endangered Orphans of Condyle Cove","1","4","30","30","10","2017","1,2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Endogenesis","238676","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","61726233","5.58698","6.52431","2.4167","7630","615","thing","Endogenesis","1","5","120","120","45","2019","1,2,3,4,5","2","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Entropy: Worlds Collide","223151","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49430167","5.6034","6.37479","2.3333","6957","777","thing","Entropy: Worlds Collide","2","4","40","40","15","2017","3,4","4","10","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Entropy: Worlds Collide – Echo of Time","239509","0","","0","1","0","0","0","0","0","0","0","3","","","","","","51505970","0","6.425","0","0","332","thing","Entropy: Worlds Collide – Echo of Time","2","5","45","45","15","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Epic Spell Wars of the Battle Wizards: ANNIHILAGEDDON Deck-Building Game","274128","0","","0","1","0","0","0","0","0","0","0","3","","","","","","65727814","5.64243","7.13921","2","5843","528","thing","Epic Spell Wars of the Battle Wizards: ANNIHILAGEDDON Deck-Building Game","2","5","90","90","60","2019","2,3,4","3","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre","112686","8","5","0","1","0","0","0","0","0","0","0","2","","","","","","33029621","6.20865","6.51993","1.5735","1689","10301","thing","Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre","2","6","30","30","30","2012","3,4,5","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh","221366","7","2","0","1","0","0","0","0","0","0","0","3","","","","","","47501912","5.71876","6.67731","1.6","4550","1500","thing","Epic Spell Wars of the Battle Wizards: Melee at Murdershroom Marsh","2","6","30","30","30","2017","2,3,4","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Epic Spell Wars of the Battle Wizards: Panic at the Pleasure Palace","248075","0","","0","1","0","0","0","0","0","0","0","3","","","","","","54350847","5.64315","6.7185","1.5","5819","894","thing","Epic Spell Wars of the Battle Wizards: Panic at the Pleasure Palace","2","6","30","30","30","2018","3,4,5,6","4,5","16+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill","173200","0","","0","1","0","0","0","0","0","0","0","1","","","","","","33295113","6.08077","6.6798","1.5789","2104","5083","thing","Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill","2","6","45","45","30","2015","3,4,5","3,4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Escape Room: The Game","204836","7","2","0","1","0","0","0","1","0","0","0","3","","","","","","50035029","6.54244","7.06192","2.2632","954","6972","thing","Escape Room: The Game","3","5","60","60","60","2016","1,2,3,4","3,4","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Escape Room: The Game – Murder Mystery","215409","0","","0","1","0","0","0","0","0","0","0","1","","","","","","54162369","5.74978","6.70386","2","0","1774","thing","Escape Room: The Game – Murder Mystery","3","5","60","60","60","2016","2,3,4","3","14+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Escape Room: The Game – Secret Agent","243633","0","","0","1","0","0","0","0","0","0","0","1","","","","","","54162373","5.60622","6.96639","1","0","544","thing","Escape Room: The Game – Secret Agent","3","5","60","60","60","2017","2,3,4","4","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Escape Room: The Game – Space Station","221701","0","","0","1","0","0","0","0","0","0","0","1","","","","","","54162380","5.67242","7.01585","2.8","0","864","thing","Escape Room: The Game – Space Station","3","5","60","0","60","2017","2,3","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Escape Room: The Game – The Dentist","243634","0","","0","1","0","0","0","0","0","0","0","1","","","","","","54162005","5.6289","7.09653","3","0","573","thing","Escape Room: The Game – The Dentist","3","5","60","60","60","2017","2","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Escape Room: The Game – Welcome to Funland","216961","0","","0","1","0","0","0","0","0","0","0","3","","","","","","50676953","5.81856","6.92728","2.75","0","1785","thing","Escape Room: The Game – Welcome to Funland","3","5","60","60","60","2016","2,3,4","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Everdell","199792","0","","0","1","0","0","0","0","0","0","0","3","","","","","","64484112","7.8179","8.08424","2.8123","33","29760","thing","Everdell","1","4","80","80","40","2018","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Everdell: Bellfaire","289057","0","","0","1","0","0","0","0","0","0","0","1","","","","","","64484124","6.56798","8.08196","2.9231","0","6370","thing","Everdell: Bellfaire","1","6","120","120","40","2019","1,2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Everdell: Extra! Extra!","297973","0","","0","1","0","0","0","0","0","0","0","1","","","","","","73820841","5.93943","8.01685","2.5","0","1762","thing","Everdell: Extra! Extra!","1","4","80","80","40","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Everdell: Legends","297972","0","","0","1","0","0","0","0","0","0","0","1","","","","","","73820837","5.93517","8.00885","2.3333","0","1761","thing","Everdell: Legends","1","4","80","80","40","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Everdell: Pearlbrook","259996","0","","0","1","0","0","0","0","0","0","0","1","","","","","","64484121","6.70927","7.749","2.8148","0","8677","thing","Everdell: Pearlbrook","1","4","80","80","40","2019","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Everdell: Pearlbrook – Freshwater Pack","292794","0","","0","1","0","0","0","0","0","0","0","1","","","","","","73820835","5.63686","7.82296","0","0","672","thing","Everdell: Pearlbrook – Freshwater Pack","2","4","80","80","40","2020","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Everdell: Rugwort Pack","261142","0","","0","1","0","0","0","0","0","0","0","1","","","","","","64484126","5.70731","6.79737","2","0","2436","thing","Everdell: Rugwort Pack","1","4","80","80","40","2018","2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Everdell: Spirecrest","289056","0","","0","1","0","0","0","0","0","0","0","1","","","","","","64484123","6.72006","8.42882","3.0645","0","5683","thing","Everdell: Spirecrest","1","4","100","100","40","2020","1,2,3,4","3","10+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Evolution: Climate","182134","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","38849768","7.13453","7.62064","2.784","286","10874","thing","Evolution: Climate","2","6","60","60","60","2016","2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Ex Libris","201825","7","2","0","1","0","0","0","1","0","0","0","3","","","","","","45937609","6.7787","7.20924","2.5596","610","8237","thing","Ex Libris","1","4","45","45","45","2017","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Exploding Kittens","172225","7","16","0","1","0","0","0","0","0","0","0","1","","","","","","29761232","5.84899","6.03712","1.0742","3274","43850","thing","Exploding Kittens","2","5","15","15","15","2015","3,4,5","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Exploding Kittens: Imploding Kittens","204053","0","","0","1","0","0","0","1","0","0","0","1","","","","","","35663065","6.41749","7.08086","1.1111","0","11721","thing","Exploding Kittens: Imploding Kittens","2","6","15","0","15","2016","3,4,5,6","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Exploding Kittens: NSFW Deck","172242","7","7","0","1","0","0","0","0","0","0","0","1","","","","","","29761235","5.96069","6.22245","1.0722","2630","20920","thing","Exploding Kittens: NSFW Deck","2","5","20","20","10","2015","3,4,5","4,5","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Exploding Kittens: Streaking Kittens","260214","0","","0","1","0","0","0","0","0","0","0","3","","","","","","60250033","6.08656","7.33001","1.1111","0","4163","thing","Exploding Kittens: Streaking Kittens","2","5","15","15","15","2018","3,4,5","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Famous Missions","174054","5","1","0","1","0","0","0","0","0","0","0","3","","","","","","27549960","0","5.2","0","0","13","thing","Famous Missions","2","12","60","60","30","2015","4,5,6,7,8,9,10","6,7,8","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Fantasy Frontier","140101","7","1","0","1","0","0","0","0","0","0","0","2","","","","","","26618892","5.60316","6.34238","2.5","6963","547","thing","Fantasy Frontier","2","4","60","60","60","2014","2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Fields of Arle","159675","0","","0","1","0","0","0","1","0","0","0","2","","","","","","36321915","7.65543","8.09336","3.8791","60","12609","thing","Fields of Arle","1","2","120","120","60","2014","1,2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
